,,,,,,,,
Параметры:,,,Начало периода: 01.01.2016 0:00:00,,,,,
,,,Конец периода: 31.12.2016 23:59:59,,,,,
,,,Склады: Щука,,,,,
,,,,,,,,
Период,,Склад,,Номенклатура,,Код,Количество начальный остаток,Количество расход
05.01.2016,,Щука,,Карнавальный набор Мышка бантик в горох,,01-00000130,2.000,1.000
05.01.2016,,Щука,,Книга сейф Английский словарь металл малый ,,99-00001675,2.000,1.000
05.01.2016,,Щука,,Конверт для денег 1000 руб. маленький 10 шт. в пачке,,РТ-00000016,37.000,1.000
05.01.2016,,Щука,,Кружка Angry birds красная,,01-00001602,3.000,1.000
05.01.2016,,Щука,,Кружка ПАКМАН Pacman ,,01-00001542,1.000,1.000
05.01.2016,,Щука,,Кружка Усы Мюнхаузена,,01-00001583,3.000,1.000
05.01.2016,,Щука,,Кружка Усы Пуаро,,01-00001582,2.000,1.000
05.01.2016,,Щука,,Кружка Царь всея земли,,99-00000354,1.000,1.000
05.01.2016,,Щука,,Крючок для сумок Heart,,СК-00001161,1.000,1.000
05.01.2016,,Щука,,Леденец Круглый со вкусом Бейлиз,,99-00000703,6.000,1.000
05.01.2016,,Щука,,Леденец Трость макси 28гр - (65 шт. в пачке),,99-00000651,6.000,1.000
05.01.2016,,Щука,,Маска для сна Глазастик,,99-00001457,4.000,1.000
05.01.2016,,Щука,,Маска для сна махровая Панда,,01-00003487,7.000,3.000
